Save for Later


134 seconds
Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Auckland Aero,1962,C74082,-37.00813,174.78873,7,H,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Max_min: Daily
Station,Date(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
1962,19850802:0900,14.5,24,7.4,24,4.6,24,-,-,-,D
1962,19850803:0900,13.6,24,6.4,24,1.5,24,-,-,-,D
1962,19850804:0900,13.4,24,4.6,24,0.1,24,-,-,-,D
1962,19850805:0900,13.6,24,4.5,24,1.2,24,-,-,-,D
1962,19850806:0900,13.9,24,5.3,24,2.5,24,-,-,-,D
1962,19850807:0900,15.4,24,6.5,24,3.7,24,-,-,-,D
1962,19850808:0900,16.5,24,6.9,24,2.5,24,-,-,-,D
1962,19850809:0900,17.1,24,9.5,24,9.5,24,-,-,-,D
1962,19850810:0900,16.2,24,12.3,24,11.3,24,-,-,-,D
1962,19850811:0900,14.0,24,10.2,24,9.3,24,-,-,-,D
1962,19850812:0900,14.6,24,6.9,24,5.0,24,-,-,-,D
1962,19850813:0900,14.4,24,5.4,24,1.6,24,-,-,-,D
1962,19850814:0900,12.8,24,4.6,24,2.0,24,-,-,-,D
1962,19850815:0900,11.1,24,5.3,24,2.6,24,-,-,-,D
1962,19850816:0900,11.9,24,3.0,24,-1.3,24,-,-,-,D
1962,19850817:0900,12.6,24,3.5,24,-0.9,24,-,-,-,D
1962,19850818:0900,13.9,24,3.9,24,-0.5,24,-,-,-,D
1962,19850819:0900,15.5,24,7.2,24,3.5,24,-,-,-,D
1962,19850820:0900,16.8,24,11.1,24,9.5,24,-,-,-,D
1962,19850821:0900,13.5,24,7.8,24,6.7,24,-,-,-,D
1962,19850822:0900,13.9,24,7.7,24,9.0,24,-,-,-,D
1962,19850823:0900,14.5,24,10.5,24,6.7,24,-,-,-,D
1962,19850824:0900,14.9,24,9.2,24,8.1,24,-,-,-,D
1962,19850825:0900,15.4,24,9.3,24,6.5,24,-,-,-,D
1962,19850826:0900,16.1,24,10.1,24,7.5,24,-,-,-,D
1962,19850827:0900,16.0,24,11.5,24,9.6,24,-,-,-,D
1962,19850828:0900,15.4,24,9.5,24,9.1,24,-,-,-,D
1962,19850829:0900,14.6,24,7.2,24,5.3,24,-,-,-,D
1962,19850830:0900,14.2,24,4.9,24,0.0,24,-,-,-,D
1962,19850831:0900,13.7,24,6.1,24,2.1,24,-,-,-,D
1962,19850901:0900,15.9,24,10.2,24,10.0,24,-,-,-,D
1962,19850902:0900,16.0,24,9.1,24,5.5,24,-,-,-,D
1962,19850903:0900,17.3,24,12.7,24,10.9,24,-,-,-,D
1962,19850904:0900,16.2,24,11.2,24,11.8,24,-,-,-,D
1962,19850905:0900,17.8,24,11.5,24,10.3,24,-,-,-,D
1962,19850906:0900,14.5,24,7.6,24,7.2,24,-,-,-,D
1962,19850907:0900,15.2,24,9.3,24,6.2,24,-,-,-,D
1962,19850908:0900,13.5,24,9.8,24,8.7,24,-,-,-,D
1962,19850909:0900,15.2,24,11.1,24,9.8,24,-,-,-,D
1962,19850910:0900,15.7,24,11.6,24,9.9,24,-,-,-,D
1962,19850911:0900,16.3,24,8.2,24,5.2,24,-,-,-,D
1962,19850912:0900,16.8,24,9.8,24,7.7,24,-,-,-,D
1962,19850913:0900,17.1,24,8.0,24,4.7,24,-,-,-,D
1962,19850914:0900,17.2,24,6.2,24,1.9,24,-,-,-,D
1962,19850915:0900,16.6,24,7.2,24,3.2,24,-,-,-,D
1962,19850916:0900,16.5,24,10.3,24,8.2,24,-,-,-,D
1962,19850917:0900,15.5,24,11.2,24,10.0,24,-,-,-,D
1962,19850918:0900,14.5,24,11.1,24,10.5,24,-,-,-,D
1962,19850919:0900,16.4,24,11.1,24,9.6,24,-,-,-,D
1962,19850920:0900,16.3,24,9.9,24,5.5,24,-,-,-,D
1962,19850921:0900,16.3,24,8.1,24,4.5,24,-,-,-,D
1962,19850922:0900,17.5,24,8.1,24,3.0,24,-,-,-,D
1962,19850923:0900,17.8,24,7.9,24,4.0,24,-,-,-,D
1962,19850924:0900,17.5,24,9.2,24,7.1,24,-,-,-,D
1962,19850925:0900,17.6,24,11.6,24,9.7,24,-,-,-,D
1962,19850926:0900,18.0,24,11.8,24,10.2,24,-,-,-,D
1962,19850927:0900,17.7,24,11.6,24,9.5,24,-,-,-,D
1962,19850928:0900,18.8,24,10.5,24,8.3,24,-,-,-,D
1962,19850929:0900,16.7,24,10.6,24,8.2,24,-,-,-,D
1962,19850930:0900,16.2,24,9.1,24,4.4,24,-,-,-,D
1962,19851001:0900,16.0,24,10.6,24,6.5,24,-,-,-,D
1962,19851002:0900,16.2,24,8.4,24,2.9,24,-,-,-,D
1962,19851003:0900,15.6,24,7.6,24,3.1,24,-,-,-,D
1962,19851004:0900,16.4,24,7.3,24,1.3,24,-,-,-,D
1962,19851005:0900,17.4,24,8.5,24,3.1,24,-,-,-,D
1962,19851006:0900,16.1,24,8.7,24,4.6,24,-,-,-,D
1962,19851007:0900,16.6,24,12.4,24,13.5,24,-,-,-,D
1962,19851008:0900,17.0,24,14.2,24,13.0,24,-,-,-,D
1962,19851009:0900,17.3,24,11.5,24,8.2,24,-,-,-,D
1962,19851010:0900,16.1,24,10.9,24,9.6,24,-,-,-,D
1962,19851011:0900,16.7,24,11.2,24,6.0,24,-,-,-,D
1962,19851012:0900,16.1,24,10.1,24,5.0,24,-,-,-,D
1962,19851013:0900,19.3,24,9.7,24,7.6,24,-,-,-,D
1962,19851014:0900,20.2,24,11.5,24,9.6,24,-,-,-,D
1962,19851015:0900,16.0,24,12.2,24,11.6,24,-,-,-,D
1962,19851016:0900,16.1,24,8.6,24,4.0,24,-,-,-,D
1962,19851017:0900,14.2,24,8.8,24,7.8,24,-,-,-,D
1962,19851018:0900,15.0,24,6.0,24,1.4,24,-,-,-,D
1962,19851019:0900,16.4,24,9.0,24,3.3,24,-,-,-,D
1962,19851020:0900,18.1,24,9.6,24,4.6,24,-,-,-,D
1962,19851021:0900,20.1,24,14.1,24,4.4,24,-,-,-,D
1962,19851022:0900,19.2,24,9.1,24,4.0,24,-,-,-,D
1962,19851023:0900,19.2,24,10.1,24,7.9,24,-,-,-,D
1962,19851024:0900,20.2,24,13.7,24,12.0,24,-,-,-,D
1962,19851025:0900,18.5,24,12.6,24,11.3,24,-,-,-,D
1962,19851026:0900,17.2,24,9.3,24,9.0,24,-,-,-,D
1962,19851027:0800,13.3,24,5.6,24,4.7,24,-,-,-,D
1962,19851028:0800,14.9,24,5.7,24,-0.6,24,-,-,-,D
1962,19851029:0800,16.6,24,6.4,24,1.2,24,-,-,-,D
1962,19851030:0800,18.4,24,8.3,24,4.2,24,-,-,-,D
1962,19851031:0800,20.9,24,12.9,24,10.0,24,-,-,-,D
1962,19851101:0800,19.0,24,12.1,24,9.7,24,-,-,-,D
1962,19851102:0800,19.4,24,10.0,24,8.3,24,-,-,-,D
1962,19851103:0800,16.7,24,11.4,24,10.6,24,-,-,-,D
1962,19851104:0800,15.8,24,10.3,24,9.4,24,-,-,-,D
1962,19851105:0800,14.7,24,7.3,24,2.1,24,-,-,-,D
1962,19851106:0800,16.7,24,11.6,24,10.4,24,-,-,-,D
1962,19851107:0800,16.5,24,7.5,24,2.6,24,-,-,-,D
1962,19851108:0800,17.4,24,12.4,24,11.0,24,-,-,-,D
1962,19851109:0800,19.0,24,8.8,24,3.6,24,-,-,-,D
1962,19851110:0800,18.5,24,9.6,24,3.1,24,-,-,-,D
1962,19851111:0800,19.6,24,13.6,24,11.3,24,-,-,-,D
1962,19851112:0800,18.4,24,13.6,24,10.8,24,-,-,-,D
1962,19851113:0800,19.8,24,12.2,24,10.5,24,-,-,-,D
1962,19851114:0800,19.2,24,13.2,24,10.5,24,-,-,-,D
1962,19851115:0800,20.3,24,10.9,24,5.4,24,-,-,-,D
1962,19851116:0800,20.2,24,11.8,24,7.0,24,-,-,-,D
1962,19851117:0800,21.1,24,12.2,24,5.1,24,-,-,-,D
1962,19851118:0800,20.9,24,14.6,24,12.4,24,-,-,-,D
1962,19851119:0800,21.6,24,15.9,24,13.9,24,-,-,-,D
1962,19851120:0800,21.6,24,16.4,24,16.0,24,-,-,-,D
1962,19851121:0800,21.6,24,13.5,24,12.1,24,-,-,-,D
1962,19851122:0800,19.0,24,12.6,24,8.9,24,-,-,-,D
1962,19851123:0800,20.5,24,14.7,24,13.2,24,-,-,-,D
1962,19851124:0800,18.7,24,13.3,24,10.0,24,-,-,-,D
1962,19851125:0800,20.2,24,12.6,24,9.5,24,-,-,-,D
1962,19851126:0800,19.3,24,13.4,24,13.0,24,-,-,-,D
1962,19851127:0800,17.3,24,14.5,24,13.0,24,-,-,-,D
1962,19851128:0800,18.8,24,13.0,24,8.4,24,-,-,-,D
1962,19851129:0800,22.2,24,12.4,24,8.2,24,-,-,-,D
1962,19851130:0800,22.8,24,15.5,24,13.5,24,-,-,-,D
1962,19851201:0800,22.8,24,16.9,24,15.4,24,-,-,-,D
1962,19851202:0800,22.4,24,17.4,24,16.0,24,-,-,-,D
1962,19851203:0800,21.1,24,12.9,24,8.1,24,-,-,-,D
1962,19851204:0800,20.6,24,15.0,24,12.7,24,-,-,-,D
1962,19851205:0800,19.8,24,12.2,24,7.9,24,-,-,-,D
1962,19851206:0800,21.5,24,12.7,24,9.7,24,-,-,-,D
1962,19851207:0800,21.1,24,11.7,24,7.0,24,-,-,-,D
1962,19851208:0800,19.6,24,13.1,24,9.0,24,-,-,-,D
1962,19851209:0800,20.7,24,13.3,24,8.5,24,-,-,-,D
1962,19851210:0800,19.5,24,12.5,24,6.5,24,-,-,-,D
1962,19851211:0800,22.5,24,13.5,24,8.9,24,-,-,-,D
1962,19851212:0800,22.2,24,15.7,24,12.2,24,-,-,-,D
1962,19851213:0800,22.7,24,13.3,24,7.8,24,-,-,-,D
1962,19851214:0800,24.2,24,16.1,24,14.0,24,-,-,-,D
1962,19851215:0800,24.6,24,16.0,24,12.6,24,-,-,-,D
1962,19851216:0800,21.8,24,16.7,24,12.9,24,-,-,-,D
1962,19851217:0800,23.7,24,16.1,24,11.9,24,-,-,-,D
1962,19851218:0800,24.0,24,14.8,24,13.4,24,-,-,-,D
1962,19851219:0800,22.5,24,14.6,24,10.2,24,-,-,-,D
1962,19851220:0800,22.8,24,13.6,24,9.0,24,-,-,-,D
1962,19851221:0800,22.6,24,14.7,24,9.8,24,-,-,-,D
1962,19851222:0800,24.8,24,14.9,24,10.4,24,-,-,-,D
1962,19851223:0800,25.0,24,16.8,24,11.9,24,-,-,-,D
1962,19851224:0800,23.3,24,18.5,24,16.7,24,-,-,-,D
1962,19851225:0800,23.7,24,16.0,24,11.6,24,-,-,-,D
1962,19851226:0800,22.7,24,16.1,24,14.8,24,-,-,-,D
1962,19851227:0800,24.9,24,15.6,24,11.7,24,-,-,-,D
1962,19851228:0800,23.3,24,14.1,24,9.9,24,-,-,-,D
1962,19851229:0800,25.2,24,18.0,24,17.4,24,-,-,-,D
1962,19851230:0800,22.2,24,17.5,24,15.6,24,-,-,-,D
1962,19851231:0800,21.6,24,15.0,24,12.0,24,-,-,-,D
1962,19860101:0800,21.6,24,12.1,24,8.1,24,-,-,-,D
1962,19860102:0800,23.4,24,16.9,24,13.7,24,-,-,-,D
1962,19860103:0800,23.4,24,17.9,24,18.4,24,-,-,-,D
1962,19860104:0800,24.2,24,18.2,24,18.1,24,-,-,-,D
1962,19860105:0800,20.9,24,17.6,24,18.0,24,-,-,-,D
1962,19860106:0800,24.2,24,17.7,24,15.5,24,-,-,-,D
1962,19860107:0800,25.9,24,17.6,24,15.5,24,-,-,-,D
1962,19860108:0800,25.7,24,17.7,24,14.8,24,-,-,-,D
1962,19860109:0800,23.7,24,18.3,24,18.0,24,-,-,-,D
1962,19860110:0800,25.4,24,17.0,24,13.5,24,-,-,-,D
1962,19860111:0800,24.2,24,17.8,24,16.0,24,-,-,-,D
1962,19860112:0800,25.0,24,17.6,24,14.4,24,-,-,-,D
1962,19860113:0800,25.1,24,19.7,24,19.4,24,-,-,-,D
1962,19860114:0800,23.7,24,15.9,24,13.2,24,-,-,-,D
1962,19860115:0800,24.1,24,16.4,24,13.5,24,-,-,-,D
1962,19860116:0800,24.9,24,17.9,24,15.8,24,-,-,-,D
1962,19860117:0800,26.7,24,17.2,24,15.6,24,-,-,-,D
1962,19860118:0800,26.2,24,16.5,24,11.8,24,-,-,-,D
1962,19860119:0800,26.5,24,18.0,24,14.4,24,-,-,-,D
1962,19860120:0800,28.7,24,18.3,24,13.9,24,-,-,-,D
1962,19860121:0800,26.6,24,19.7,24,17.9,24,-,-,-,D
1962,19860122:0800,25.9,24,19.1,24,17.4,24,-,-,-,D
1962,19860123:0800,22.0,24,17.9,24,18.0,24,-,-,-,D
1962,19860124:0800,26.2,24,18.2,24,18.3,24,-,-,-,D
1962,19860125:0800,25.6,24,19.9,24,18.6,24,-,-,-,D
1962,19860126:0800,21.9,24,18.8,24,18.1,24,-,-,-,D
1962,19860127:0800,22.4,24,15.7,24,13.0,24,-,-,-,D
1962,19860128:0800,22.1,24,17.0,24,15.7,24,-,-,-,D
1962,19860129:0800,22.6,24,17.0,24,15.0,24,-,-,-,D
1962,19860130:0800,20.2,24,11.6,24,8.8,24,-,-,-,D
1962,19860131:0800,22.4,24,12.4,24,9.0,24,-,-,-,D
1962,19860201:0800,22.9,24,16.7,24,15.3,24,-,-,-,D
1962,19860202:0800,21.5,24,15.6,24,15.5,24,-,-,-,D
1962,19860203:0800,22.0,24,16.7,24,13.8,24,-,-,-,D
1962,19860204:0800,25.4,24,18.4,24,17.7,24,-,-,-,D
1962,19860205:0800,23.4,24,19.7,24,18.4,24,-,-,-,D
1962,19860206:0800,24.7,24,18.4,24,14.7,24,-,-,-,D
1962,19860207:0800,23.3,24,17.1,24,14.5,24,-,-,-,D
1962,19860208:0800,23.2,24,18.2,24,16.1,24,-,-,-,D
1962,19860209:0800,21.8,24,17.4,24,15.7,24,-,-,-,D
1962,19860210:0800,22.0,24,13.9,24,10.5,24,-,-,-,D
1962,19860211:0800,24.5,24,12.5,24,7.9,24,-,-,-,D
1962,19860212:0800,22.8,24,13.2,24,8.2,24,-,-,-,D
1962,19860213:0800,23.0,24,17.2,24,17.1,24,-,-,-,D
1962,19860214:0800,22.4,24,15.0,24,11.1,24,-,-,-,D
1962,19860215:0800,23.4,24,16.7,24,14.4,24,-,-,-,D
1962,19860216:0800,24.1,24,18.6,24,18.2,24,-,-,-,D
1962,19860217:0800,25.1,24,16.0,24,15.4,24,-,-,-,D
1962,19860218:0800,23.0,24,15.0,24,11.0,24,-,-,-,D
1962,19860219:0800,23.4,24,18.5,24,15.9,24,-,-,-,D
1962,19860220:0800,23.4,24,14.9,24,10.5,24,-,-,-,D
1962,19860221:0800,25.9,24,15.0,24,12.2,24,-,-,-,D
1962,19860222:0800,23.3,24,16.9,24,12.7,24,-,-,-,D
1962,19860223:0800,24.1,24,17.1,24,14.0,24,-,-,-,D
1962,19860224:0800,24.2,24,19.1,24,18.6,24,-,-,-,D
1962,19860225:0800,23.0,24,16.6,24,16.9,24,-,-,-,D
1962,19860226:0800,23.5,24,16.7,24,13.1,24,-,-,-,D
1962,19860227:0800,24.2,24,16.0,24,14.2,24,-,-,-,D
1962,19860228:0800,22.2,24,16.1,24,15.9,24,-,-,-,D
1962,19860301:0800,23.0,24,15.4,24,11.5,24,-,-,-,D
1962,19860302:0900,23.4,24,13.8,24,11.4,24,-,-,-,D
1962,19860303:0900,22.5,24,15.7,24,13.0,24,-,-,-,D
1962,19860304:0900,22.2,24,14.8,24,11.0,24,-,-,-,D
1962,19860305:0900,21.1,24,15.5,24,14.0,24,-,-,-,D
1962,19860306:0900,23.2,24,15.3,24,13.2,24,-,-,-,D
1962,19860307:0900,22.8,24,13.6,24,8.6,24,-,-,-,D
1962,19860308:0900,23.5,24,12.4,24,8.2,24,-,-,-,D
1962,19860309:0900,24.0,24,13.1,24,8.6,24,-,-,-,D
1962,19860310:0900,24.2,24,15.3,24,12.3,24,-,-,-,D
1962,19860311:0900,24.6,24,13.7,24,9.5,24,-,-,-,D
1962,19860312:0900,25.0,24,17.6,24,15.1,24,-,-,-,D
1962,19860313:0900,24.6,24,18.1,24,15.5,24,-,-,-,D
1962,19860314:0900,25.2,24,15.7,24,10.0,24,-,-,-,D
1962,19860315:0900,24.4,24,18.0,24,14.9,24,-,-,-,D
1962,19860316:0900,25.2,24,17.2,24,14.6,24,-,-,-,D
1962,19860317:0900,23.4,24,16.8,24,13.5,24,-,-,-,D
1962,19860318:0900,22.2,24,17.4,24,15.4,24,-,-,-,D
1962,19860319:0900,21.6,24,11.1,24,6.2,24,-,-,-,D
1962,19860320:0900,21.7,24,12.0,24,8.0,24,-,-,-,D
1962,19860321:0900,22.6,24,12.0,24,6.6,24,-,-,-,D
1962,19860322:0900,22.1,24,12.6,24,7.7,24,-,-,-,D
1962,19860323:0900,23.2,24,12.4,24,9.4,24,-,-,-,D
1962,19860324:0900,22.2,24,14.5,24,10.5,24,-,-,-,D
1962,19860325:0900,22.2,24,15.7,24,15.0,24,-,-,-,D
1962,19860326:0900,19.8,24,12.4,24,8.9,24,-,-,-,D
1962,19860327:0900,20.6,24,9.1,24,4.0,24,-,-,-,D
1962,19860328:0900,20.5,24,11.1,24,5.9,24,-,-,-,D
1962,19860329:0900,20.7,24,13.2,24,9.2,24,-,-,-,D
1962,19860330:0900,19.2,24,11.3,24,6.6,24,-,-,-,D
1962,19860331:0900,17.8,24,8.8,24,3.1,24,-,-,-,D
1962,19860401:0900,19.5,24,10.2,24,7.9,24,-,-,-,D
1962,19860402:0900,18.6,24,12.1,24,12.8,24,-,-,-,D
1962,19860403:0900,20.5,24,14.6,24,13.6,24,-,-,-,D
1962,19860404:0900,19.7,24,14.3,24,12.6,24,-,-,-,D
1962,19860405:0900,21.1,24,14.9,24,14.1,24,-,-,-,D
1962,19860406:0900,20.9,24,13.0,24,10.0,24,-,-,-,D
1962,19860407:0900,24.0,24,14.8,24,12.8,24,-,-,-,D
1962,19860408:0900,19.7,24,13.9,24,11.2,24,-,-,-,D
1962,19860409:0900,19.8,24,12.3,24,6.6,24,-,-,-,D
1962,19860410:0900,20.0,24,11.0,24,6.0,24,-,-,-,D
1962,19860411:0900,20.5,24,14.5,24,11.8,24,-,-,-,D
1962,19860412:0900,18.0,24,14.6,24,12.6,24,-,-,-,D
1962,19860413:0900,18.7,24,11.4,24,7.4,24,-,-,-,D
1962,19860414:0900,18.6,24,12.3,24,10.8,24,-,-,-,D
1962,19860415:0900,18.1,24,10.8,24,3.8,24,-,-,-,D
1962,19860416:0900,18.2,24,7.2,24,0.5,24,-,-,-,D
1962,19860417:0900,18.2,24,7.4,24,2.0,24,-,-,-,D
1962,19860418:0900,18.9,24,13.2,24,14.6,24,-,-,-,D
1962,19860419:0900,19.1,24,7.8,24,2.3,24,-,-,-,D
1962,19860420:0900,19.4,24,11.5,24,6.3,24,-,-,-,D
1962,19860421:0900,21.3,24,14.3,24,10.4,24,-,-,-,D
1962,19860422:0900,22.2,24,16.1,24,12.2,24,-,-,-,D
1962,19860423:0900,21.9,24,11.9,24,8.0,24,-,-,-,D
1962,19860424:0900,21.4,24,11.2,24,6.2,24,-,-,-,D
1962,19860425:0900,22.3,24,13.9,24,8.2,24,-,-,-,D
1962,19860426:0900,21.4,24,16.4,24,15.2,24,-,-,-,D
1962,19860427:0900,21.4,24,17.6,24,17.0,24,-,-,-,D
1962,19860428:0900,23.5,24,17.0,24,16.4,24,-,-,-,D
1962,19860429:0900,22.7,24,16.4,24,15.5,24,-,-,-,D
1962,19860430:0900,19.2,24,14.0,24,10.5,24,-,-,-,D
1962,19860501:0900,17.6,24,13.1,24,10.4,24,-,-,-,D
1962,19860502:0900,18.7,24,13.1,24,9.2,24,-,-,-,D
1962,19860503:0900,17.9,24,11.3,24,8.0,24,-,-,-,D
1962,19860504:0900,17.4,24,13.0,24,10.9,24,-,-,-,D
1962,19860505:0900,18.4,24,12.5,24,11.6,24,-,-,-,D
1962,19860506:0900,16.8,24,13.1,24,11.3,24,-,-,-,D
1962,19860507:0900,17.4,24,9.9,24,6.5,24,-,-,-,D
1962,19860508:0900,17.7,24,9.3,24,4.5,24,-,-,-,D
1962,19860509:0900,17.4,24,10.1,24,3.6,24,-,-,-,D
1962,19860510:0900,19.7,24,7.5,24,1.8,24,-,-,-,D
1962,19860511:0900,18.9,24,9.6,24,5.1,24,-,-,-,D
1962,19860512:0900,20.1,24,10.5,24,7.0,24,-,-,-,D
1962,19860513:0900,19.3,24,10.5,24,6.9,24,-,-,-,D
1962,19860514:0900,18.7,24,10.0,24,5.2,24,-,-,-,D
1962,19860515:0900,18.4,24,10.0,24,4.7,24,-,-,-,D
1962,19860516:0900,19.7,24,9.1,24,3.7,24,-,-,-,D
1962,19860517:0900,19.1,24,11.2,24,10.6,24,-,-,-,D
1962,19860518:0900,20.1,24,12.7,24,10.4,24,-,-,-,D
1962,19860519:0900,18.4,24,11.9,24,8.7,24,-,-,-,D
1962,19860520:0900,16.3,24,9.1,24,4.0,24,-,-,-,D
1962,19860521:0900,19.4,24,14.0,24,12.6,24,-,-,-,D
1962,19860522:0900,20.0,24,12.4,24,11.3,24,-,-,-,D
1962,19860523:0900,16.6,24,8.9,24,3.5,24,-,-,-,D
1962,19860524:0900,15.0,24,4.5,24,-0.5,24,-,-,-,D
1962,19860525:0900,16.4,24,6.0,24,0.6,24,-,-,-,D
1962,19860526:0900,16.5,24,8.0,24,8.7,24,-,-,-,D
1962,19860527:0900,19.3,24,13.2,24,12.2,24,-,-,-,D
1962,19860528:0900,16.6,24,5.3,24,1.4,24,-,-,-,D
1962,19860529:0900,12.6,24,3.5,24,-1.7,24,-,-,-,D
1962,19860530:0900,15.2,24,6.8,24,5.5,24,-,-,-,D
1962,19860531:0900,17.6,24,11.5,24,9.3,24,-,-,-,D
1962,19860601:0900,14.9,24,11.5,24,9.0,24,-,-,-,D
1962,19860602:0900,16.5,24,8.6,24,4.9,24,-,-,-,D
1962,19860603:0900,14.6,24,8.2,24,4.8,24,-,-,-,D
1962,19860604:0900,14.7,24,7.9,24,4.6,24,-,-,-,D
1962,19860605:0900,15.7,24,9.7,24,7.2,24,-,-,-,D
1962,19860606:0900,14.9,24,11.7,24,9.9,24,-,-,-,D
1962,19860607:0900,15.5,24,10.3,24,7.0,24,-,-,-,D
1962,19860608:0900,15.7,24,11.4,24,10.7,24,-,-,-,D
1962,19860609:0900,14.7,24,9.9,24,7.7,24,-,-,-,D
1962,19860610:0900,16.9,24,12.4,24,11.5,24,-,-,-,D
1962,19860611:0900,17.7,24,9.0,24,5.8,24,-,-,-,D
1962,19860612:0900,15.7,24,6.9,24,1.1,24,-,-,-,D
1962,19860613:0900,15.0,24,8.9,24,5.1,24,-,-,-,D
1962,19860614:0900,16.3,24,5.2,24,0.1,24,-,-,-,D
1962,19860615:0900,13.0,24,6.9,24,3.6,24,-,-,-,D
1962,19860616:0900,14.2,24,4.9,24,2.9,24,-,-,-,D
1962,19860617:0900,10.5,24,0.9,24,-4.4,24,-,-,-,D
1962,19860618:0900,11.6,24,1.8,24,-4.0,24,-,-,-,D
1962,19860619:0900,11.8,24,3.4,24,-1.0,24,-,-,-,D
1962,19860620:0900,14.6,24,5.4,24,5.3,24,-,-,-,D
1962,19860621:0900,14.8,24,12.0,24,11.2,24,-,-,-,D
1962,19860622:0900,16.0,24,8.3,24,4.3,24,-,-,-,D
1962,19860623:0900,16.4,24,6.0,24,2.2,24,-,-,-,D
1962,19860624:0900,16.5,24,8.1,24,4.0,24,-,-,-,D
1962,19860625:0900,18.3,24,8.0,24,3.0,24,-,-,-,D
1962,19860626:0900,15.3,24,7.4,24,5.9,24,-,-,-,D
1962,19860627:0900,12.4,24,8.1,24,6.9,24,-,-,-,D
1962,19860628:0900,14.7,24,9.2,24,5.8,24,-,-,-,D
1962,19860629:0900,17.3,24,6.4,24,2.0,24,-,-,-,D
1962,19860630:0900,14.3,24,7.8,24,6.2,24,-,-,-,D
1962,19860701:0900,12.1,24,8.0,24,5.2,24,-,-,-,D
1962,19860702:0900,11.7,24,7.4,24,4.9,24,-,-,-,D
1962,19860703:0900,11.2,24,5.2,24,6.5,24,-,-,-,D
1962,19860704:0900,12.9,24,5.7,24,-0.5,24,-,-,-,D
1962,19860705:0900,12.5,24,2.6,24,-1.8,24,-,-,-,D
1962,19860706:0900,11.6,24,3.3,24,0.9,24,-,-,-,D
1962,19860707:0900,13.6,24,8.7,24,8.6,24,-,-,-,D
1962,19860708:0900,14.3,24,5.8,24,2.5,24,-,-,-,D
1962,19860709:0900,12.7,24,5.7,24,1.1,24,-,-,-,D
1962,19860710:0900,14.8,24,7.6,24,6.4,24,-,-,-,D
1962,19860711:0900,16.5,24,9.0,24,7.5,24,-,-,-,D
1962,19860712:0900,14.2,24,9.2,24,7.7,24,-,-,-,D
1962,19860713:0900,12.8,24,8.6,24,6.2,24,-,-,-,D
1962,19860714:0900,13.4,24,5.1,24,0.0,24,-,-,-,D
1962,19860715:0900,12.3,24,1.6,24,-3.6,24,-,-,-,D
1962,19860716:0900,12.6,24,3.1,24,0.8,24,-,-,-,D
1962,19860717:0900,13.4,24,4.5,24,-0.5,24,-,-,-,D
1962,19860718:0900,13.6,24,4.8,24,-0.3,24,-,-,-,D
1962,19860719:0900,12.8,24,6.2,24,4.5,24,-,-,-,D
1962,19860720:0900,13.5,24,5.9,24,1.6,24,-,-,-,D
1962,19860721:0900,12.8,24,2.2,24,-2.5,24,-,-,-,D
1962,19860722:0900,13.1,24,5.7,24,1.5,24,-,-,-,D
1962,19860723:0900,11.1,24,3.2,24,-2.7,24,-,-,-,D
1962,19860724:0900,11.4,24,4.6,24,1.2,24,-,-,-,D
1962,19860725:0900,15.2,24,8.1,24,7.9,24,-,-,-,D
1962,19860726:0900,16.7,24,12.1,24,12.1,24,-,-,-,D
1962,19860727:0900,13.4,24,6.0,24,5.6,24,-,-,-,D
1962,19860728:0900,12.3,24,6.4,24,6.4,24,-,-,-,D
1962,19860729:0900,14.4,24,10.5,24,9.0,24,-,-,-,D
1962,19860730:0900,13.8,24,6.4,24,3.6,24,-,-,-,D
1962,19860731:0900,14.6,24,9.7,24,7.6,24,-,-,-,D
1962,19860801:0900,14.8,24,7.5,24,5.7,24,-,-,-,D
1962,19860802:0900,14.2,24,8.0,24,5.5,24,-,-,-,D
1962,19860803:0900,12.0,24,5.9,24,3.9,24,-,-,-,D
1962,19860804:0900,12.8,24,7.1,24,5.0,24,-,-,-,D
1962,19860805:0900,12.8,24,6.4,24,2.3,24,-,-,-,D
1962,19860806:0900,13.5,24,3.5,24,-1.4,24,-,-,-,D
1962,19860807:0900,13.6,24,4.9,24,2.2,24,-,-,-,D
1962,19860808:0900,14.7,24,6.8,24,5.6,24,-,-,-,D
1962,19860809:0900,15.2,24,12.1,24,10.1,24,-,-,-,D
1962,19860810:0900,16.9,24,8.1,24,6.4,24,-,-,-,D
1962,19860811:0900,14.9,24,9.0,24,5.9,24,-,-,-,D
1962,19860812:0900,16.0,24,10.4,24,8.8,24,-,-,-,D
1962,19860813:0900,11.9,24,8.4,24,6.9,24,-,-,-,D
1962,19860814:0900,13.6,24,6.3,24,3.6,24,-,-,-,D
1962,19860815:0900,13.5,24,3.4,24,-1.0,24,-,-,-,D
1962,19860816:0900,13.7,24,2.8,24,-1.1,24,-,-,-,D
