Save for Later


134 seconds
Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Auckland Aero,1962,C74082,-37.00813,174.78873,7,H,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Max_min: Daily
Station,Date(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
1962,19800113:0800,23.9,24,18.6,24,18.0,24,-,-,-,D
1962,19800114:0800,23.7,24,19.6,24,18.6,24,-,-,-,D
1962,19800115:0800,23.8,24,18.9,24,16.8,24,-,-,-,D
1962,19800116:0800,26.1,24,20.7,24,20.6,24,-,-,-,D
1962,19800117:0800,24.8,24,12.7,24,12.7,24,-,-,-,D
1962,19800118:0800,18.9,24,14.6,24,9.0,24,-,-,-,D
1962,19800119:0800,18.5,24,13.5,24,11.5,24,-,-,-,D
1962,19800120:0800,22.9,24,17.2,24,16.2,24,-,-,-,D
1962,19800121:0800,22.4,24,15.3,24,13.4,24,-,-,-,D
1962,19800122:0800,19.2,24,16.5,24,17.0,24,-,-,-,D
1962,19800123:0800,22.7,24,15.2,24,12.8,24,-,-,-,D
1962,19800124:0800,20.2,24,13.1,24,9.6,24,-,-,-,D
1962,19800125:0800,22.9,24,15.9,24,14.4,24,-,-,-,D
1962,19800126:0800,24.6,24,13.6,24,9.6,24,-,-,-,D
1962,19800127:0800,24.4,24,15.8,24,11.9,24,-,-,-,D
1962,19800128:0800,25.5,24,19.2,24,15.0,24,-,-,-,D
1962,19800129:0800,26.0,24,17.9,24,14.0,24,-,-,-,D
1962,19800130:0800,27.1,24,16.2,24,11.2,24,-,-,-,D
1962,19800131:0800,27.0,24,18.1,24,13.1,24,-,-,-,D
1962,19800201:0800,25.4,24,18.4,24,17.6,24,-,-,-,D
1962,19800202:0800,23.8,24,15.1,24,10.9,24,-,-,-,D
1962,19800203:0800,22.9,24,13.4,24,10.0,24,-,-,-,D
1962,19800204:0800,22.5,24,15.7,24,10.0,24,-,-,-,D
1962,19800205:0800,26.6,24,18.1,24,14.1,24,-,-,-,D
1962,19800206:0800,25.6,24,18.8,24,17.0,24,-,-,-,D
1962,19800207:0800,24.2,24,18.5,24,15.2,24,-,-,-,D
1962,19800208:0800,25.2,24,18.3,24,18.0,24,-,-,-,D
1962,19800209:0800,25.0,24,18.6,24,18.5,24,-,-,-,D
1962,19800210:0800,26.3,24,18.6,24,16.7,24,-,-,-,D
1962,19800211:0800,24.2,24,17.5,24,15.2,24,-,-,-,D
1962,19800212:0800,19.8,24,11.6,24,7.7,24,-,-,-,D
1962,19800213:0800,24.0,24,14.7,24,12.9,24,-,-,-,D
1962,19800214:0800,22.1,24,16.0,24,15.5,24,-,-,-,D
1962,19800215:0800,21.3,24,18.2,24,17.3,24,-,-,-,D
1962,19800216:0800,20.8,24,17.2,24,15.2,24,-,-,-,D
1962,19800217:0800,21.8,24,17.3,24,16.3,24,-,-,-,D
1962,19800218:0800,24.1,24,17.0,24,16.7,24,-,-,-,D
1962,19800219:0800,21.5,24,16.3,24,15.0,24,-,-,-,D
1962,19800220:0800,23.4,24,17.3,24,14.2,24,-,-,-,D
1962,19800221:0800,21.8,24,17.8,24,15.8,24,-,-,-,D
1962,19800222:0800,21.5,24,17.7,24,16.6,24,-,-,-,D
1962,19800223:0800,23.8,24,18.2,24,17.5,24,-,-,-,D
1962,19800224:0800,20.3,24,15.2,24,14.4,24,-,-,-,D
1962,19800225:0800,19.7,24,11.6,24,5.4,24,-,-,-,D
1962,19800226:0800,23.1,24,15.8,24,15.1,24,-,-,-,D
1962,19800227:0800,20.7,24,14.6,24,13.7,24,-,-,-,D
1962,19800228:0800,20.0,24,16.1,24,14.2,24,-,-,-,D
1962,19800229:0800,20.4,24,15.4,24,14.6,24,-,-,-,D
1962,19800301:0800,20.1,24,15.4,24,14.5,24,-,-,-,D
1962,19800302:0900,23.8,24,16.5,24,15.8,24,-,-,-,D
1962,19800303:0900,20.1,24,16.3,24,15.4,24,-,-,-,D
1962,19800304:0900,20.2,24,14.2,24,-,-,-,-,-,D
1962,19800305:0900,22.7,24,16.4,24,12.5,48,-,-,-,D
1962,19800306:0900,24.1,24,14.0,24,10.4,24,-,-,-,D
1962,19800307:0900,23.3,24,13.6,24,9.5,24,-,-,-,D
1962,19800308:0900,22.4,24,14.7,24,14.1,24,-,-,-,D
1962,19800309:0900,22.1,24,13.0,24,11.7,24,-,-,-,D
1962,19800310:0900,22.2,24,11.9,24,6.3,24,-,-,-,D
1962,19800311:0900,22.1,24,14.7,24,9.9,24,-,-,-,D
1962,19800312:0900,23.7,24,16.1,24,13.9,24,-,-,-,D
1962,19800313:0900,20.8,24,14.7,24,12.7,24,-,-,-,D
1962,19800314:0900,20.2,24,11.2,24,6.4,24,-,-,-,D
1962,19800315:0900,18.7,24,14.0,24,13.7,24,-,-,-,D
1962,19800316:0900,18.6,24,13.7,24,14.4,24,-,-,-,D
1962,19800317:0900,19.9,24,15.2,24,13.4,24,-,-,-,D
1962,19800318:0900,18.0,24,9.8,24,8.2,24,-,-,-,D
1962,19800319:0900,17.3,24,11.5,24,9.5,24,-,-,-,D
1962,19800320:0900,20.1,24,15.6,24,13.0,24,-,-,-,D
1962,19800321:0900,21.0,24,15.6,24,14.0,24,-,-,-,D
1962,19800322:0900,18.6,24,9.4,24,3.5,24,-,-,-,D
1962,19800323:0900,18.0,24,12.0,24,13.4,24,-,-,-,D
1962,19800324:0900,19.3,24,14.2,24,14.0,24,-,-,-,D
1962,19800325:0900,19.3,24,11.0,24,7.7,24,-,-,-,D
1962,19800326:0900,18.1,24,14.9,24,13.0,24,-,-,-,D
1962,19800327:0900,18.8,24,13.9,24,11.3,24,-,-,-,D
1962,19800328:0900,18.6,24,11.0,24,7.5,24,-,-,-,D
1962,19800329:0900,19.6,24,14.5,24,12.3,24,-,-,-,D
1962,19800330:0900,22.2,24,14.5,24,10.8,24,-,-,-,D
1962,19800331:0900,23.7,24,16.6,24,13.5,24,-,-,-,D
1962,19800401:0900,23.8,24,12.6,24,11.1,24,-,-,-,D
1962,19800402:0900,18.7,24,12.8,24,11.3,24,-,-,-,D
1962,19800403:0900,18.5,24,10.5,24,10.0,24,-,-,-,D
1962,19800404:0900,16.6,24,11.1,24,8.8,24,-,-,-,D
1962,19800405:0900,17.6,24,6.8,24,2.5,24,-,-,-,D
1962,19800406:0900,19.0,24,12.5,24,10.7,24,-,-,-,D
1962,19800407:0900,19.8,24,15.2,24,13.9,24,-,-,-,D
1962,19800408:0900,21.1,24,11.7,24,7.4,24,-,-,-,D
1962,19800409:0900,20.9,24,12.9,24,7.5,24,-,-,-,D
1962,19800410:0900,20.4,24,9.8,24,4.8,24,-,-,-,D
1962,19800411:0900,17.8,24,13.1,24,11.0,24,-,-,-,D
1962,19800412:0900,19.9,24,11.1,24,7.6,24,-,-,-,D
1962,19800413:0900,18.6,24,8.1,24,3.5,24,-,-,-,D
1962,19800414:0900,18.7,24,9.9,24,5.6,24,-,-,-,D
1962,19800415:0900,19.2,24,7.4,24,-,-,-,-,-,D
1962,19800416:0900,18.2,24,7.5,24,2.7,48,-,-,-,D
1962,19800417:0900,18.8,24,9.2,24,3.6,24,-,-,-,D
1962,19800418:0900,19.2,24,7.7,24,2.4,24,-,-,-,D
1962,19800419:0900,17.8,24,10.2,24,8.0,24,-,-,-,D
1962,19800420:0900,18.7,24,9.5,24,5.8,24,-,-,-,D
1962,19800421:0900,18.8,24,10.3,24,7.3,24,-,-,-,D
1962,19800422:0900,19.5,24,11.1,24,7.2,24,-,-,-,D
1962,19800423:0900,19.4,24,8.5,24,3.4,24,-,-,-,D
1962,19800424:0900,20.2,24,9.2,24,4.2,24,-,-,-,D
1962,19800425:0900,19.1,24,10.9,24,6.9,24,-,-,-,D
1962,19800426:0900,19.5,24,11.3,24,5.4,24,-,-,-,D
1962,19800427:0900,20.1,24,13.8,24,13.3,24,-,-,-,D
1962,19800428:0900,19.8,24,17.7,24,16.8,24,-,-,-,D
1962,19800429:0900,20.6,24,10.9,24,9.3,24,-,-,-,D
1962,19800430:0900,17.2,24,12.7,24,10.5,24,-,-,-,D
1962,19800501:0900,17.8,24,10.5,24,6.5,24,-,-,-,D
1962,19800502:0900,16.8,24,8.8,24,3.6,24,-,-,-,D
1962,19800503:0900,17.4,24,11.3,24,6.7,24,-,-,-,D
1962,19800504:0900,16.8,24,11.4,24,10.6,24,-,-,-,D
1962,19800505:0900,17.7,24,7.3,24,2.9,24,-,-,-,D
1962,19800506:0900,17.3,24,9.8,24,7.3,24,-,-,-,D
1962,19800507:0900,16.0,24,11.5,24,10.5,24,-,-,-,D
1962,19800508:0900,16.0,24,9.4,24,3.7,24,-,-,-,D
1962,19800509:0900,16.7,24,7.9,24,0.3,24,-,-,-,D
1962,19800510:0900,16.5,24,5.8,24,0.2,24,-,-,-,D
1962,19800511:0900,17.4,24,7.6,24,1.8,24,-,-,-,D
1962,19800512:0900,16.8,24,11.2,24,7.7,24,-,-,-,D
1962,19800513:0900,17.2,24,11.7,24,9.5,24,-,-,-,D
1962,19800514:0900,17.8,24,8.9,24,4.3,24,-,-,-,D
1962,19800515:0900,19.4,24,12.9,24,12.5,24,-,-,-,D
1962,19800516:0900,17.0,24,13.1,24,10.5,24,-,-,-,D
1962,19800517:0900,17.3,24,11.6,24,9.6,24,-,-,-,D
1962,19800518:0900,17.2,24,13.0,24,11.0,24,-,-,-,D
1962,19800519:0900,17.1,24,14.5,24,12.6,24,-,-,-,D
1962,19800520:0900,16.4,24,13.1,24,10.9,24,-,-,-,D
1962,19800521:0900,16.4,24,10.4,24,7.6,24,-,-,-,D
1962,19800522:0900,15.8,24,9.7,24,8.6,24,-,-,-,D
1962,19800523:0900,15.4,24,11.2,24,9.6,24,-,-,-,D
1962,19800524:0900,17.1,24,13.3,24,11.5,24,-,-,-,D
1962,19800525:0900,17.9,24,13.4,24,11.0,24,-,-,-,D
1962,19800526:0900,17.8,24,9.1,24,6.0,24,-,-,-,D
1962,19800527:0900,14.3,24,9.2,24,6.7,24,-,-,-,D
1962,19800528:0900,15.6,24,8.7,24,5.3,24,-,-,-,D
1962,19800529:0900,15.4,24,6.4,24,2.7,24,-,-,-,D
1962,19800530:0900,14.5,24,3.7,24,-1.1,24,-,-,-,D
1962,19800531:0900,15.0,24,7.0,24,3.5,24,-,-,-,D
1962,19800601:0900,15.4,24,9.4,24,8.9,24,-,-,-,D
1962,19800602:0900,15.9,24,13.7,24,12.5,24,-,-,-,D
1962,19800603:0900,17.9,24,14.4,24,13.8,24,-,-,-,D
1962,19800604:0900,17.3,24,14.4,24,14.0,24,-,-,-,D
1962,19800605:0900,17.4,24,11.9,24,8.3,24,-,-,-,D
1962,19800606:0900,15.5,24,9.7,24,7.2,24,-,-,-,D
1962,19800607:0900,17.4,24,11.5,24,10.0,24,-,-,-,D
1962,19800608:0900,16.2,24,10.6,24,6.5,24,-,-,-,D
1962,19800609:0900,15.6,24,8.9,24,3.8,24,-,-,-,D
1962,19800610:0900,15.5,24,6.0,24,2.5,24,-,-,-,D
1962,19800611:0900,14.9,24,8.6,24,6.5,24,-,-,-,D
1962,19800612:0900,16.3,24,10.8,24,9.5,24,-,-,-,D
1962,19800613:0900,13.7,24,10.1,24,6.2,24,-,-,-,D
1962,19800614:0900,14.5,24,8.2,24,6.2,24,-,-,-,D
1962,19800615:0900,11.2,24,4.3,24,0.8,24,-,-,-,D
1962,19800616:0900,10.7,24,4.6,24,-1.4,24,-,-,-,D
1962,19800617:0900,10.8,24,6.0,24,1.4,24,-,-,-,D
1962,19800618:0900,12.0,24,4.8,24,0.5,24,-,-,-,D
1962,19800619:0900,11.8,24,5.3,24,-0.4,24,-,-,-,D
1962,19800620:0900,13.0,24,6.1,24,3.9,24,-,-,-,D
1962,19800621:0900,12.2,24,8.3,24,7.8,24,-,-,-,D
1962,19800622:0900,12.8,24,9.5,24,8.7,24,-,-,-,D
1962,19800623:0900,13.3,24,10.4,24,9.0,24,-,-,-,D
1962,19800624:0900,13.3,24,10.5,24,5.5,24,-,-,-,D
1962,19800625:0900,14.7,24,10.1,24,7.0,24,-,-,-,D
1962,19800626:0900,14.6,24,5.8,24,2.3,24,-,-,-,D
1962,19800627:0900,12.3,24,2.8,24,-1.4,24,-,-,-,D
1962,19800628:0900,14.1,24,4.7,24,0.6,24,-,-,-,D
1962,19800629:0900,14.5,24,4.5,24,-0.4,24,-,-,-,D
1962,19800630:0900,15.8,24,6.5,24,6.0,24,-,-,-,D
1962,19800701:0900,16.0,24,11.2,24,9.5,24,-,-,-,D
1962,19800702:0900,14.2,24,9.7,24,9.3,24,-,-,-,D
1962,19800703:0900,17.4,24,11.2,24,9.4,24,-,-,-,D
1962,19800704:0900,16.1,24,10.6,24,9.5,24,-,-,-,D
1962,19800705:0900,14.9,24,11.3,24,8.9,24,-,-,-,D
1962,19800706:0900,14.6,24,7.5,24,3.2,24,-,-,-,D
1962,19800707:0900,13.8,24,9.4,24,6.4,24,-,-,-,D
1962,19800708:0900,14.4,24,7.8,24,4.6,24,-,-,-,D
1962,19800709:0900,16.1,24,9.6,24,8.0,24,-,-,-,D
1962,19800710:0900,14.7,24,7.4,24,4.6,24,-,-,-,D
1962,19800711:0900,14.2,24,6.9,24,2.8,24,-,-,-,D
1962,19800712:0900,13.2,24,6.0,24,4.3,24,-,-,-,D
1962,19800713:0900,12.0,24,7.0,24,6.6,24,-,-,-,D
1962,19800714:0900,13.4,24,9.2,24,7.8,24,-,-,-,D
1962,19800715:0900,13.5,24,10.2,24,8.5,24,-,-,-,D
1962,19800716:0900,12.9,24,5.9,24,3.6,24,-,-,-,D
1962,19800717:0900,10.7,24,3.6,24,-2.0,24,-,-,-,D
1962,19800718:0900,11.5,24,1.0,24,-3.5,24,-,-,-,D
1962,19800719:0900,10.4,24,3.5,24,1.0,24,-,-,-,D
1962,19800720:0900,13.7,24,7.6,24,6.1,24,-,-,-,D
1962,19800721:0900,13.7,24,9.7,24,9.2,24,-,-,-,D
1962,19800722:0900,13.4,24,5.6,24,2.6,24,-,-,-,D
1962,19800723:0900,13.2,24,6.0,24,3.5,24,-,-,-,D
1962,19800724:0900,14.9,24,10.5,24,9.9,24,-,-,-,D
1962,19800725:0900,14.2,24,5.0,24,1.5,24,-,-,-,D
1962,19800726:0900,13.6,24,1.6,24,-2.6,24,-,-,-,D
1962,19800727:0900,13.1,24,5.2,24,2.8,24,-,-,-,D
1962,19800728:0900,13.8,24,8.2,24,3.9,24,-,-,-,D
1962,19800729:0900,13.2,24,1.7,24,-1.5,24,-,-,-,D
1962,19800730:0900,12.9,24,4.3,24,5.0,24,-,-,-,D
1962,19800731:0900,12.6,24,4.5,24,0.1,24,-,-,-,D
1962,19800801:0900,14.1,24,10.4,24,8.0,24,-,-,-,D
1962,19800802:0900,15.2,24,7.8,24,6.9,24,-,-,-,D
1962,19800803:0900,13.8,24,7.1,24,6.0,24,-,-,-,D
1962,19800804:0900,13.4,24,9.0,24,6.4,24,-,-,-,D
1962,19800805:0900,13.8,24,7.5,24,3.1,24,-,-,-,D
1962,19800806:0900,14.3,24,10.6,24,8.7,24,-,-,-,D
1962,19800807:0900,14.8,24,10.2,24,8.3,24,-,-,-,D
1962,19800808:0900,12.2,24,3.1,24,3.6,24,-,-,-,D
1962,19800809:0900,12.4,24,6.6,24,3.0,24,-,-,-,D
1962,19800810:0900,12.5,24,3.1,24,-1.6,24,-,-,-,D
1962,19800811:0900,12.7,24,2.6,24,-1.5,24,-,-,-,D
1962,19800812:0900,12.4,24,6.9,24,7.4,24,-,-,-,D
1962,19800813:0900,13.7,24,7.5,24,6.1,24,-,-,-,D
1962,19800814:0900,15.6,24,10.9,24,9.1,24,-,-,-,D
1962,19800815:0900,13.4,24,2.3,24,-2.3,24,-,-,-,D
1962,19800816:0900,14.9,24,6.5,24,7.6,24,-,-,-,D
1962,19800817:0900,15.2,24,5.8,24,4.9,24,-,-,-,D
1962,19800818:0900,10.1,24,1.3,24,-2.8,24,-,-,-,D
1962,19800819:0900,11.3,24,2.8,24,-0.6,24,-,-,-,D
1962,19800820:0900,13.6,24,7.0,24,6.5,24,-,-,-,D
1962,19800821:0900,14.6,24,10.6,24,8.3,24,-,-,-,D
1962,19800822:0900,13.4,24,3.0,24,-1.9,24,-,-,-,D
1962,19800823:0900,12.3,24,5.0,24,0.4,24,-,-,-,D
1962,19800824:0900,14.7,24,8.6,24,8.3,24,-,-,-,D
1962,19800825:0900,15.4,24,10.9,24,8.5,24,-,-,-,D
1962,19800826:0900,16.7,24,8.1,24,5.9,24,-,-,-,D
1962,19800827:0900,17.8,24,12.3,24,10.0,24,-,-,-,D
1962,19800828:0900,14.9,24,10.9,24,10.2,24,-,-,-,D
1962,19800829:0900,14.1,24,6.2,24,1.1,24,-,-,-,D
1962,19800830:0900,11.3,24,3.7,24,-0.6,24,-,-,-,D
1962,19800831:0900,14.2,24,7.3,24,4.2,24,-,-,-,D
1962,19800901:0900,16.2,24,8.3,24,4.6,24,-,-,-,D
1962,19800902:0900,17.8,24,11.8,24,9.9,24,-,-,-,D
1962,19800903:0900,17.9,24,8.5,24,3.5,24,-,-,-,D
1962,19800904:0900,18.2,24,11.8,24,10.6,24,-,-,-,D
1962,19800905:0900,17.4,24,11.8,24,11.7,24,-,-,-,D
1962,19800906:0900,13.6,24,11.2,24,9.4,24,-,-,-,D
1962,19800907:0900,14.5,24,9.8,24,9.3,24,-,-,-,D
1962,19800908:0900,13.8,24,10.4,24,8.4,24,-,-,-,D
1962,19800909:0900,14.8,24,6.5,24,3.7,24,-,-,-,D
1962,19800910:0900,17.3,24,10.7,24,11.1,24,-,-,-,D
1962,19800911:0900,15.7,24,9.7,24,7.0,24,-,-,-,D
1962,19800912:0900,15.0,24,9.3,24,6.1,24,-,-,-,D
1962,19800913:0900,16.9,24,10.1,24,8.2,24,-,-,-,D
1962,19800914:0900,17.5,24,9.0,24,7.1,24,-,-,-,D
1962,19800915:0900,12.6,24,8.9,24,7.1,24,-,-,-,D
1962,19800916:0900,13.9,24,8.6,24,3.6,24,-,-,-,D
1962,19800917:0900,16.4,24,10.8,24,10.0,24,-,-,-,D
1962,19800918:0900,15.4,24,12.3,24,10.8,24,-,-,-,D
1962,19800919:0900,16.2,24,8.6,24,4.4,24,-,-,-,D
1962,19800920:0900,17.2,24,11.6,24,9.6,24,-,-,-,D
1962,19800921:0900,16.3,24,12.0,24,10.5,24,-,-,-,D
1962,19800922:0900,15.7,24,7.7,24,5.4,24,-,-,-,D
1962,19800923:0900,18.5,24,12.6,24,11.0,24,-,-,-,D
1962,19800924:0900,16.4,24,12.4,24,11.5,24,-,-,-,D
1962,19800925:0900,15.1,24,12.2,24,10.5,24,-,-,-,D
1962,19800926:0900,15.3,24,12.3,24,11.2,24,-,-,-,D
1962,19800927:0900,15.5,24,9.9,24,6.6,24,-,-,-,D
1962,19800928:0900,16.2,24,10.2,24,9.0,24,-,-,-,D
1962,19800929:0900,14.2,24,10.7,24,9.2,24,-,-,-,D
1962,19800930:0900,15.8,24,12.3,24,10.8,24,-,-,-,D
1962,19801001:0900,14.9,24,12.3,24,10.9,24,-,-,-,D
1962,19801002:0900,16.7,24,13.7,24,12.3,24,-,-,-,D
1962,19801003:0900,17.4,24,14.0,24,13.9,24,-,-,-,D
1962,19801004:0900,16.9,24,10.8,24,7.1,24,-,-,-,D
1962,19801005:0900,18.1,24,11.3,24,11.0,24,-,-,-,D
1962,19801006:0900,16.4,24,12.4,24,11.7,24,-,-,-,D
1962,19801007:0900,18.1,24,11.9,24,10.6,24,-,-,-,D
1962,19801008:0900,18.8,24,13.1,24,9.8,24,-,-,-,D
1962,19801009:0900,19.7,24,15.1,24,14.6,24,-,-,-,D
1962,19801010:0900,18.6,24,12.2,24,10.7,24,-,-,-,D
1962,19801011:0900,18.6,24,13.0,24,11.6,24,-,-,-,D
1962,19801012:0900,16.9,24,10.8,24,8.8,24,-,-,-,D
1962,19801013:0900,15.1,24,11.3,24,9.9,24,-,-,-,D
1962,19801014:0900,15.7,24,6.3,24,-0.2,24,-,-,-,D
1962,19801015:0900,17.2,24,12.1,24,11.4,24,-,-,-,D
1962,19801016:0900,19.0,24,12.5,24,10.7,24,-,-,-,D
1962,19801017:0900,15.9,24,11.0,24,10.4,24,-,-,-,D
1962,19801018:0900,15.7,24,8.5,24,7.3,24,-,-,-,D
1962,19801019:0900,15.9,24,10.5,24,7.9,24,-,-,-,D
1962,19801020:0900,16.3,24,8.4,24,2.1,24,-,-,-,D
1962,19801021:0900,17.5,24,9.6,24,6.5,24,-,-,-,D
1962,19801022:0900,18.4,24,13.4,24,12.0,24,-,-,-,D
1962,19801023:0900,20.9,24,13.9,24,9.5,24,-,-,-,D
1962,19801024:0900,23.6,24,6.9,24,0.4,24,-,-,-,D
1962,19801025:0900,19.8,24,7.8,24,1.2,24,-,-,-,D
1962,19801026:0800,20.0,24,11.6,24,5.4,24,-,-,-,D
1962,19801027:0800,19.5,24,11.2,24,5.7,24,-,-,-,D
1962,19801028:0800,20.4,24,14.0,24,13.3,24,-,-,-,D
1962,19801029:0800,20.0,24,14.2,24,13.8,24,-,-,-,D
1962,19801030:0800,20.9,24,13.3,24,10.7,24,-,-,-,D
1962,19801031:0800,18.0,24,10.4,24,7.6,24,-,-,-,D
1962,19801101:0800,18.3,24,13.8,24,11.4,24,-,-,-,D
1962,19801102:0800,19.5,24,10.5,24,5.0,24,-,-,-,D
1962,19801103:0800,19.9,24,13.7,24,12.5,24,-,-,-,D
1962,19801104:0800,18.8,24,9.0,24,3.0,24,-,-,-,D
1962,19801105:0800,22.5,24,13.3,24,12.5,24,-,-,-,D
1962,19801106:0800,18.5,24,13.4,24,11.9,24,-,-,-,D
1962,19801107:0800,17.1,24,12.2,24,11.4,24,-,-,-,D
1962,19801108:0800,17.9,24,12.5,24,12.9,24,-,-,-,D
1962,19801109:0800,21.3,24,13.0,24,12.2,24,-,-,-,D
1962,19801110:0800,17.4,24,9.3,24,7.0,24,-,-,-,D
1962,19801111:0800,16.0,24,10.1,24,7.2,24,-,-,-,D
1962,19801112:0800,16.4,24,12.5,24,11.5,24,-,-,-,D
1962,19801113:0800,17.2,24,13.5,24,12.6,24,-,-,-,D
1962,19801114:0800,18.3,24,13.2,24,11.6,24,-,-,-,D
1962,19801115:0800,16.8,24,14.0,24,13.7,24,-,-,-,D
1962,19801116:0800,19.2,24,13.3,24,12.8,24,-,-,-,D
1962,19801117:0800,16.8,24,10.5,24,5.6,24,-,-,-,D
1962,19801118:0800,15.9,24,12.7,24,11.4,24,-,-,-,D
1962,19801119:0800,17.7,24,13.9,24,14.3,24,-,-,-,D
1962,19801120:0800,19.7,24,15.4,24,15.0,24,-,-,-,D
1962,19801121:0800,21.0,24,13.7,24,12.4,24,-,-,-,D
1962,19801122:0800,18.0,24,14.7,24,13.6,24,-,-,-,D
1962,19801123:0800,19.9,24,14.0,24,10.6,24,-,-,-,D
1962,19801124:0800,18.9,24,11.5,24,8.4,24,-,-,-,D
1962,19801125:0800,19.3,24,11.4,24,10.8,24,-,-,-,D
1962,19801126:0800,17.9,24,9.2,24,7.7,24,-,-,-,D
1962,19801127:0800,15.0,24,11.1,24,9.7,24,-,-,-,D
1962,19801128:0800,17.7,24,13.8,24,12.5,24,-,-,-,D
1962,19801129:0800,16.9,24,13.2,24,12.0,24,-,-,-,D
1962,19801130:0800,16.5,24,11.5,24,11.1,24,-,-,-,D
1962,19801201:0800,20.8,24,13.2,24,12.1,24,-,-,-,D
1962,19801202:0800,18.2,24,12.6,24,10.9,24,-,-,-,D
1962,19801203:0800,16.9,24,12.2,24,10.5,24,-,-,-,D
1962,19801204:0800,18.0,24,9.3,24,3.9,24,-,-,-,D
1962,19801205:0800,20.1,24,11.5,24,7.1,24,-,-,-,D
1962,19801206:0800,19.2,24,15.1,24,13.1,24,-,-,-,D
1962,19801207:0800,18.4,24,8.8,24,3.8,24,-,-,-,D
1962,19801208:0800,21.4,24,14.9,24,13.2,24,-,-,-,D
1962,19801209:0800,17.6,24,14.1,24,11.4,24,-,-,-,D
1962,19801210:0800,17.0,24,13.0,24,11.4,24,-,-,-,D
1962,19801211:0800,17.1,24,13.7,24,12.3,24,-,-,-,D
1962,19801212:0800,18.5,24,10.5,24,5.0,24,-,-,-,D
1962,19801213:0800,18.4,24,13.6,24,13.3,24,-,-,-,D
1962,19801214:0800,19.2,24,15.5,24,15.3,24,-,-,-,D
1962,19801215:0800,20.6,24,15.0,24,14.9,24,-,-,-,D
1962,19801216:0800,21.4,24,15.7,24,15.5,24,-,-,-,D
1962,19801217:0800,21.7,24,13.9,24,9.2,24,-,-,-,D
1962,19801218:0800,22.9,24,15.9,24,12.0,24,-,-,-,D
1962,19801219:0800,24.7,24,18.5,24,17.8,24,-,-,-,D
1962,19801220:0800,23.4,24,18.0,24,17.3,24,-,-,-,D
1962,19801221:0800,22.4,24,15.7,24,13.5,24,-,-,-,D
1962,19801222:0800,20.2,24,13.8,24,11.6,24,-,-,-,D
1962,19801223:0800,18.3,24,12.1,24,8.8,24,-,-,-,D
1962,19801224:0800,21.0,24,14.0,24,12.3,24,-,-,-,D
1962,19801225:0800,22.8,24,15.0,24,11.0,24,-,-,-,D
1962,19801226:0800,22.6,24,15.4,24,13.8,24,-,-,-,D
1962,19801227:0800,23.6,24,14.6,24,11.8,24,-,-,-,D
1962,19801228:0800,21.8,24,15.7,24,13.2,24,-,-,-,D
1962,19801229:0800,23.2,24,16.3,24,14.5,24,-,-,-,D
1962,19801230:0800,23.8,24,15.3,24,11.5,24,-,-,-,D
1962,19801231:0800,21.8,24,17.0,24,14.9,24,-,-,-,D
1962,19810101:0800,22.0,24,14.0,24,10.6,24,-,-,-,D
1962,19810102:0800,24.5,24,14.4,24,10.2,24,-,-,-,D
1962,19810103:0800,24.2,24,15.6,24,11.6,24,-,-,-,D
1962,19810104:0800,21.7,24,14.0,24,9.6,24,-,-,-,D
1962,19810105:0800,24.5,24,15.8,24,10.5,24,-,-,-,D
1962,19810106:0800,22.8,24,17.1,24,16.0,24,-,-,-,D
1962,19810107:0800,21.2,24,16.1,24,14.1,24,-,-,-,D
1962,19810108:0800,19.5,24,16.1,24,13.9,24,-,-,-,D
1962,19810109:0800,19.3,24,13.4,24,5.8,24,-,-,-,D
1962,19810110:0800,22.8,24,13.0,24,7.4,24,-,-,-,D
1962,19810111:0800,24.9,24,16.8,24,13.3,24,-,-,-,D
1962,19810112:0800,25.1,24,18.7,24,14.6,24,-,-,-,D
1962,19810113:0800,26.4,24,19.0,24,17.1,24,-,-,-,D
1962,19810114:0800,24.8,24,19.2,24,16.5,24,-,-,-,D
1962,19810115:0800,25.8,24,19.3,24,-,-,-,-,-,D
1962,19810116:0800,28.0,24,20.3,24,18.9,48,-,-,-,D
1962,19810117:0800,25.8,24,20.6,24,20.3,24,-,-,-,D
1962,19810118:0800,27.3,24,19.5,24,19.0,24,-,-,-,D
1962,19810119:0800,25.2,24,18.4,24,17.4,24,-,-,-,D
1962,19810120:0800,24.6,24,19.2,24,18.8,24,-,-,-,D
1962,19810121:0800,23.8,24,18.8,24,16.9,24,-,-,-,D
1962,19810122:0800,24.2,24,18.8,24,15.8,24,-,-,-,D
1962,19810123:0800,23.9,24,19.9,24,19.2,24,-,-,-,D
1962,19810124:0800,25.3,24,19.5,24,18.0,24,-,-,-,D
1962,19810125:0800,23.8,24,15.8,24,11.6,24,-,-,-,D
1962,19810126:0800,21.9,24,18.0,24,15.9,24,-,-,-,D
